Time,temp,hum,press,gas/1000,lux,co2
2020-09-01 15:50:16,22.67,49.124,991.11,8.451,49.4,633.0
2020-09-01 16:00:17,23.34,48.274,991.01,23.11,352.8,659.0
2020-09-01 16:17:16,23.94,52.412,990.57,23.939,68.7,922.0
2020-09-01 16:27:17,24.45,51.211,990.54,35.796,67.1,845.0
2020-09-01 16:37:16,24.78,50.324,990.53,42.512,65.0,817.0
2020-09-01 16:47:16,25.03,49.73,990.48,47.47,61.3,802.0
2020-09-01 16:57:17,25.22,49.238,990.48,51.152,57.5,793.0
2020-09-01 17:07:16,25.37,48.902,990.41,54.764,52.9,778.0
2020-09-01 17:17:16,25.47,48.522,990.36,57.668,48.2,761.0
2020-09-01 17:27:17,25.55,48.307,990.38,59.938,43.6,747.0
2020-09-01 17:37:17,25.61,48.141,990.35,62.07,39.2,730.0
2020-09-01 17:47:17,25.77,47.556,990.35,64.508,34.7,715.0
2020-09-01 17:57:18,25.88,47.416,990.3,66.559,30.1,705.0
2020-09-01 18:07:16,25.96,47.112,990.33,68.576,25.7,692.0
2020-09-01 18:17:18,26.01,47.085,990.3,70.009,22.0,687.0
2020-09-01 18:27:16,26.04,47.069,990.27,71.139,8.8,684.0
2020-09-01 18:37:17,26.05,47.095,990.34,72.431,13.9,685.0
2020-09-01 18:47:26,26.07,47.085,990.34,72.745,11.8,685.0
2020-09-01 18:57:27,26.08,47.262,990.29,73.318,5.5,697.0
2020-09-01 19:07:28,26.08,47.353,990.28,73.705,5.3,714.0
2020-09-01 19:17:27,26.09,47.399,990.34,73.901,4.2,730.0
2020-09-01 19:27:26,26.08,47.48,990.37,73.576,3.7,767.0
2020-09-01 19:37:28,26.08,47.577,990.46,74.162,3.5,799.0
2020-09-01 19:47:28,26.08,47.601,990.49,74.492,3.0,829.0
2020-09-01 19:57:29,26.08,47.607,990.53,74.36,1.8,858.0
2020-09-01 20:07:27,26.07,47.639,990.48,74.36,1.4,891.0
2020-09-01 20:17:26,26.06,47.647,990.54,74.031,0.9,912.0
2020-09-01 20:27:27,26.03,47.646,990.58,73.835,0.5,912.0
2020-09-01 20:37:27,26.01,47.613,990.63,74.558,0.5,913.0
2020-09-01 20:47:26,25.99,47.57,990.66,75.431,0.5,911.0
2020-09-01 20:57:27,25.95,47.527,990.74,76.325,0.5,914.0
2020-09-01 21:07:27,25.92,47.635,990.78,77.027,0.5,912.0
2020-09-01 21:17:27,25.91,47.698,990.79,77.887,0.5,926.0
2020-09-01 21:27:27,25.88,47.702,990.87,78.692,0.5,940.0
2020-09-01 21:37:27,25.87,47.656,990.86,79.063,0.5,969.0
2020-09-01 21:47:27,25.87,47.571,990.89,79.589,0.5,993.0
2020-09-01 21:57:27,25.85,47.519,990.87,80.507,0.5,1015.0
2020-09-01 22:07:27,25.82,47.397,990.85,81.21,0.5,1035.0
2020-09-01 22:17:27,25.8,47.445,990.86,81.368,0.5,1058.0
2020-09-01 22:27:28,25.78,47.427,990.92,81.21,0.5,1078.0
2020-09-01 22:37:27,25.76,47.478,990.93,81.765,0.5,1091.0
2020-09-01 22:47:27,25.73,47.484,991.04,82.327,0.5,1095.0
2020-09-01 22:57:27,25.7,47.485,991.09,82.898,0.5,1085.0
2020-09-01 23:07:27,25.66,47.378,991.0,83.894,0.5,1080.0
2020-09-01 23:17:27,25.63,47.302,991.01,84.658,0.5,1072.0
2020-09-01 23:27:27,25.59,47.2,991.08,85.785,0.5,1062.0
2020-09-01 23:37:26,25.56,47.234,991.27,86.673,0.5,1051.0
2020-09-01 23:47:27,25.52,47.182,991.28,87.396,0.5,1041.0
2020-09-01 23:57:26,25.48,47.179,991.29,88.318,0.5,1033.0
2020-09-02 00:07:27,25.45,47.163,991.33,89.069,0.5,1026.0
2020-09-02 00:17:27,25.4,47.25,991.32,89.93,0.5,1021.0
2020-09-02 00:27:27,25.37,47.027,991.33,90.611,0.5,1022.0
2020-09-02 00:37:27,25.33,47.106,991.35,91.402,0.5,1019.0
2020-09-02 00:47:27,25.29,46.954,991.38,92.005,0.5,1021.0
2020-09-02 00:57:26,25.24,47.031,991.38,93.546,0.5,1023.0
2020-09-02 01:07:27,25.2,46.986,991.37,93.966,0.5,1025.0
2020-09-02 01:17:27,25.15,46.967,991.43,94.177,0.5,1027.0
2020-09-02 01:27:27,25.1,46.998,991.43,95.14,0.5,1033.0
2020-09-02 01:37:27,25.04,47.037,991.43,94.74,0.5,1036.0
2020-09-02 01:47:27,24.99,47.064,991.47,95.17,0.5,1040.0
2020-09-02 01:57:27,24.94,47.093,991.48,96.044,0.5,1045.0
2020-09-02 02:07:27,24.89,47.13,991.53,96.375,0.5,1049.0
2020-09-02 02:17:27,24.84,47.179,991.5,97.384,0.5,1054.0
2020-09-02 02:27:27,24.79,47.235,991.58,97.44,0.5,1061.0
2020-09-02 02:37:27,24.75,47.282,991.68,98.011,0.5,1064.0
2020-09-02 02:47:27,24.69,47.316,991.69,98.529,0.5,1066.0
2020-09-02 02:57:27,24.64,47.362,991.65,99.525,0.5,1069.0
2020-09-02 03:07:27,24.59,47.399,991.67,99.702,0.5,1072.0
2020-09-02 03:17:26,24.53,47.46,991.68,100.299,0.5,1077.0
2020-09-02 03:27:26,24.48,47.495,991.69,101.147,0.5,1077.0
2020-09-02 03:37:26,24.43,47.508,991.72,101.331,0.5,1078.0
2020-09-02 03:47:27,24.38,47.547,991.7,101.886,0.5,1078.0
2020-09-02 03:57:26,24.32,47.574,991.63,102.824,0.5,1077.0
2020-09-02 04:07:26,24.28,47.587,991.6,103.523,0.5,1075.0
2020-09-02 04:17:26,24.23,47.611,991.56,103.779,0.5,1075.0
2020-09-02 04:27:26,24.17,47.628,991.53,104.102,0.5,1075.0
2020-09-02 04:37:27,24.13,47.643,991.54,104.884,0.5,1073.0
2020-09-02 04:47:27,24.08,47.656,991.49,105.28,0.5,1074.0
2020-09-02 04:57:26,24.02,47.666,991.37,106.08,0.5,1071.0
2020-09-02 05:07:27,23.98,47.688,991.42,106.349,0.5,1070.0
2020-09-02 05:17:27,23.94,47.726,991.38,106.824,0.5,1070.0
2020-09-02 05:27:27,23.89,47.731,991.4,107.579,0.5,1069.0
2020-09-02 05:37:27,23.83,47.742,991.38,108.065,1.2,1069.0
2020-09-02 05:47:27,23.78,47.793,991.33,108.274,0.9,1069.0
2020-09-02 05:57:27,23.74,47.868,991.27,109.334,1.4,1067.0
2020-09-02 06:07:27,23.7,48.28,991.18,108.908,2.5,1070.0
2020-09-02 06:17:26,23.7,49.867,991.26,106.756,2.8,1087.0
2020-09-02 06:27:27,23.67,50.5,991.25,103.973,3.5,1099.0
2020-09-02 06:37:27,23.64,50.693,991.3,104.95,4.4,1107.0
2020-09-02 06:47:27,23.61,50.887,991.36,103.973,4.6,1123.0
2020-09-02 06:57:26,23.58,50.844,991.39,104.492,5.8,1127.0
2020-09-02 07:07:26,23.55,50.837,991.33,104.102,6.2,1130.0
2020-09-02 07:17:27,23.52,50.817,991.35,104.167,6.2,1136.0
2020-09-02 07:27:27,23.49,50.752,991.3,103.973,6.5,1132.0
2020-09-02 07:37:27,23.47,50.727,991.21,106.013,6.9,1127.0
2020-09-02 07:47:28,23.46,50.729,991.24,104.753,8.1,1124.0
2020-09-02 07:57:27,23.43,50.633,991.19,106.552,8.6,1116.0
2020-09-02 08:07:27,23.4,50.641,991.12,105.812,9.0,1112.0
2020-09-02 08:17:29,23.37,50.533,991.18,106.892,9.5,1109.0
2020-09-02 08:27:27,23.34,50.402,991.1,106.282,9.5,1098.0
2020-09-02 08:37:29,23.31,50.199,991.09,107.234,10.9,1103.0
2020-09-02 08:47:27,23.28,50.078,991.17,107.441,12.3,1082.0
2020-09-02 08:57:27,23.26,49.985,991.22,108.134,13.9,1055.0
2020-09-02 09:07:27,23.23,49.72,991.18,109.549,15.7,1019.0
2020-09-02 09:17:27,23.22,49.599,991.2,109.764,18.0,991.0
2020-09-02 09:27:26,23.21,49.507,991.24,110.634,20.4,972.0
2020-09-02 09:37:27,23.21,49.256,991.21,110.415,23.1,944.0
2020-09-02 09:47:28,23.22,49.306,991.19,111.518,26.4,932.0
2020-09-02 09:57:27,23.25,49.092,991.18,112.04,29.9,909.0
2020-09-02 10:07:28,23.26,48.988,991.12,113.099,32.4,888.0
2020-09-02 10:17:27,23.29,48.841,991.17,112.04,36.1,871.0
2020-09-02 10:27:26,23.33,48.382,991.17,114.179,39.4,840.0
2020-09-02 10:37:27,23.37,48.162,991.07,113.099,42.6,812.0
2020-09-02 10:47:27,23.41,48.158,990.93,113.714,46.1,785.0
2020-09-02 10:57:27,23.47,47.896,990.84,113.176,49.2,752.0
2020-09-02 11:07:27,23.53,48.216,990.78,114.648,53.1,748.0
2020-09-02 11:17:27,23.61,47.968,990.74,113.946,55.7,717.0
2020-09-02 11:27:27,23.68,47.984,990.67,113.406,61.0,696.0
2020-09-02 11:37:26,23.77,47.813,990.81,112.947,65.5,671.0
2020-09-02 11:47:26,23.84,47.645,990.84,113.252,71.8,645.0
2020-09-02 11:57:27,23.94,47.539,990.8,113.329,76.9,624.0
2020-09-02 12:07:27,24.04,47.541,990.73,111.741,80.9,613.0
2020-09-02 12:17:27,24.14,47.512,990.72,111.296,86.0,602.0
2020-09-02 12:27:26,24.27,47.407,990.73,111.296,110.4,585.0
2020-09-02 12:37:29,24.41,47.318,990.71,109.764,129.2,576.0
2020-09-02 12:47:27,24.57,47.191,990.74,108.766,143.9,568.0
2020-09-02 12:57:27,24.73,47.052,990.68,108.065,149.8,557.0
2020-09-02 13:07:29,24.9,47.047,990.61,107.166,146.0,554.0
2020-09-02 13:17:27,25.08,46.899,990.63,106.417,143.4,547.0
2020-09-02 13:27:27,25.27,46.769,990.63,105.28,142.2,539.0
2020-09-02 13:37:29,25.47,46.41,990.55,104.884,132.1,530.0
2020-09-02 13:47:27,25.68,46.107,990.57,103.014,113.9,523.0
2020-09-02 13:57:28,25.88,45.84,990.45,102.072,103.4,517.0
2020-09-02 14:07:27,26.05,45.634,990.43,101.392,109.0,512.0
2020-09-02 14:17:27,26.2,45.49,990.35,100.359,104.8,506.0
2020-09-02 14:27:27,26.36,45.168,990.25,100.0,68.3,499.0
2020-09-02 14:37:27,26.43,45.08,990.16,100.42,95.6,494.0
2020-09-02 14:47:27,26.58,45.101,990.18,99.762,89.3,490.0
2020-09-02 14:57:27,26.65,45.047,990.09,100.239,71.5,486.0
2020-09-02 15:07:27,26.73,45.027,989.98,99.94,53.6,481.0
2020-09-02 15:17:27,26.79,45.133,989.88,99.881,77.8,480.0
2020-09-02 15:27:26,26.87,45.066,989.77,100.359,30.1,476.0
2020-09-02 15:37:27,26.93,45.042,989.82,100.179,56.4,473.0
2020-09-02 15:47:26,26.94,45.099,989.69,100.661,76.0,468.0
2020-09-02 15:57:26,27.01,45.07,989.68,100.601,74.8,465.0
2020-09-02 16:07:27,27.02,45.154,989.59,101.025,21.7,462.0
2020-09-02 16:17:29,27.03,45.201,989.55,100.964,73.2,460.0
2020-09-02 16:27:28,27.1,45.162,989.53,101.392,71.5,458.0
2020-09-02 16:37:28,27.14,45.215,989.4,101.208,17.1,456.0
2020-09-02 16:47:27,27.15,45.048,989.3,102.196,14.8,456.0
2020-09-02 16:57:28,27.16,44.762,989.24,102.824,62.9,450.0
2020-09-02 17:07:28,27.21,44.66,989.18,103.204,20.8,446.0
2020-09-02 17:17:27,27.23,44.598,989.12,103.077,51.5,442.0
2020-09-02 17:27:27,27.28,44.534,989.06,103.268,47.5,441.0
2020-09-02 17:37:27,27.3,44.639,989.05,103.204,41.5,438.0
2020-09-02 17:47:27,27.33,44.657,989.03,103.331,36.4,440.0
2020-09-02 17:57:28,27.34,44.809,988.88,103.523,31.7,443.0
2020-09-02 18:07:28,27.36,44.86,988.86,104.296,26.4,443.0
2020-09-02 18:17:26,27.36,44.981,988.82,103.908,20.8,447.0
2020-09-02 18:27:27,27.36,45.005,988.84,104.167,6.7,447.0
2020-09-02 18:37:28,27.33,45.046,988.84,104.426,9.7,451.0
2020-09-02 18:47:27,27.33,45.089,988.85,105.28,12.7,452.0
2020-09-02 18:57:28,27.31,45.214,988.79,105.28,5.1,453.0
2020-09-02 19:07:27,27.29,45.269,988.82,105.412,3.7,458.0
2020-09-02 19:17:27,27.27,45.271,988.85,105.412,2.8,460.0
2020-09-02 19:27:27,27.26,45.334,988.88,105.545,1.8,462.0
2020-09-02 19:37:27,27.24,45.389,988.89,106.013,1.8,468.0
2020-09-02 19:47:27,27.22,45.524,988.86,106.013,2.1,475.0
2020-09-02 19:57:27,27.2,45.564,988.87,106.484,1.6,482.0
2020-09-02 20:07:27,27.18,45.678,988.95,106.756,0.9,493.0
2020-09-02 20:17:27,27.15,45.805,989.02,107.441,1.2,504.0
2020-09-02 20:27:27,27.14,45.876,989.05,107.166,0.5,534.0
2020-09-02 20:37:26,27.11,45.919,989.08,107.579,0.5,583.0
2020-09-02 20:47:27,27.11,45.979,989.14,107.925,0.5,598.0
2020-09-02 20:57:27,27.08,45.805,989.11,107.717,0.5,600.0
2020-09-02 21:07:26,27.05,45.76,989.14,107.648,0.5,591.0
2020-09-02 21:17:27,27.01,45.28,989.13,108.065,0.5,590.0
2020-09-02 21:27:26,26.96,45.076,989.08,109.121,0.5,588.0
2020-09-02 21:37:29,26.92,45.013,989.01,109.406,0.5,596.0
2020-09-02 21:47:28,26.88,44.642,989.03,110.125,0.5,598.0
2020-09-02 21:57:27,26.84,44.902,989.04,110.053,0.5,605.0
2020-09-02 22:07:26,26.82,44.708,989.02,107.029,0.5,622.0
2020-09-02 22:17:27,26.78,44.511,989.02,105.28,0.5,630.0
2020-09-02 22:27:27,26.75,44.479,989.02,105.745,0.5,633.0
2020-09-02 22:37:27,26.71,44.865,989.0,106.892,1.8,648.0
2020-09-02 22:47:27,26.67,44.933,989.0,107.786,2.1,727.0
2020-09-02 22:57:27,26.64,45.152,988.93,108.625,2.1,775.0
2020-09-02 23:07:27,26.66,45.493,988.92,108.344,2.1,854.0
2020-09-02 23:17:26,26.65,45.029,988.87,108.555,2.1,822.0
2020-09-02 23:27:27,26.63,44.996,988.83,109.549,2.1,849.0
2020-09-02 23:37:26,26.61,45.023,988.75,109.764,2.1,868.0
2020-09-02 23:47:26,26.59,45.64,988.7,108.908,0.5,927.0
2020-09-02 23:57:27,26.53,45.098,988.65,109.192,0.5,916.0
2020-09-03 00:07:27,26.46,45.209,988.62,109.049,0.5,924.0
2020-09-03 00:17:27,26.43,44.978,988.55,109.836,0.5,915.0
2020-09-03 00:27:26,26.37,44.744,988.45,110.78,0.5,900.0
2020-09-03 00:37:27,26.33,44.71,988.36,111.592,0.5,900.0
2020-09-03 00:47:27,26.28,44.695,988.32,112.719,0.5,898.0
2020-09-03 00:57:27,26.24,44.631,988.28,113.252,0.5,899.0
2020-09-03 01:07:27,26.19,44.593,988.3,113.176,0.5,898.0
2020-09-03 01:17:27,26.14,44.705,988.2,113.482,0.5,897.0
2020-09-03 01:27:27,26.09,44.791,988.15,115.199,0.5,899.0
2020-09-03 01:37:27,26.03,44.891,988.12,115.12,0.5,903.0
2020-09-03 01:47:27,25.98,44.996,988.15,115.279,0.5,906.0
2020-09-03 01:57:27,25.93,45.097,988.15,115.837,0.5,912.0
2020-09-03 02:07:26,25.88,45.184,988.09,116.481,0.5,920.0
2020-09-03 02:17:27,25.84,45.366,988.01,116.078,0.5,933.0
2020-09-03 02:27:26,25.78,45.417,987.88,114.569,0.5,935.0
2020-09-03 02:37:26,25.73,45.504,987.83,114.334,0.5,938.0
2020-09-03 02:47:27,25.67,45.529,987.75,114.256,0.5,942.0
2020-09-03 02:57:27,25.62,45.704,987.65,114.413,0.5,950.0
2020-09-03 03:07:27,25.59,45.681,987.58,112.567,0.5,963.0
2020-09-03 03:17:27,25.52,45.771,987.6,111.667,0.5,966.0
2020-09-03 03:27:27,25.46,45.823,987.55,113.252,0.5,967.0
2020-09-03 03:37:27,25.41,45.867,987.45,113.559,0.5,969.0
2020-09-03 03:47:27,25.36,45.906,987.35,114.413,0.5,973.0
2020-09-03 03:57:27,25.31,46.005,987.25,115.041,0.5,975.0
2020-09-03 04:07:27,25.26,46.037,987.15,116.158,0.5,977.0
2020-09-03 04:17:26,25.21,46.099,986.94,116.319,0.5,981.0
2020-09-03 04:27:27,25.16,46.077,986.87,117.133,0.5,985.0
2020-09-03 04:37:27,25.1,46.117,986.72,117.875,0.5,985.0
2020-09-03 04:47:27,25.05,46.166,986.7,118.542,0.5,985.0
2020-09-03 04:57:27,25.0,46.172,986.62,119.217,0.5,986.0
2020-09-03 05:07:26,24.94,46.18,986.5,119.048,0.5,984.0
2020-09-03 05:17:26,24.89,46.16,986.45,119.986,0.5,982.0
2020-09-03 05:27:27,24.84,46.152,986.35,120.244,0.5,982.0
2020-09-03 05:37:27,24.78,46.19,986.32,120.244,1.2,983.0
2020-09-03 05:47:27,24.73,46.213,986.26,120.764,0.9,985.0
2020-09-03 05:57:27,24.69,46.186,986.22,121.377,1.4,983.0
2020-09-03 06:07:26,24.64,46.196,986.21,120.939,1.8,982.0
2020-09-03 06:17:27,24.59,46.247,986.18,121.201,2.3,986.0
2020-09-03 06:27:27,24.59,46.687,986.11,113.636,3.5,1064.0
2020-09-03 06:37:27,24.5,46.623,986.1,113.252,3.9,1048.0
2020-09-03 06:47:27,24.45,46.533,986.07,113.868,4.6,1035.0
2020-09-03 06:57:27,24.4,46.497,986.03,115.358,5.8,1031.0
2020-09-03 07:07:27,24.37,46.481,986.1,117.133,6.0,1027.0
2020-09-03 07:17:27,24.34,46.508,986.08,117.379,6.0,1036.0
2020-09-03 07:27:27,24.3,46.554,986.02,118.207,6.9,1043.0
2020-09-03 07:37:26,24.27,46.56,985.99,118.794,7.9,1049.0
2020-09-03 07:47:27,24.28,46.886,985.98,117.051,9.0,1126.0
2020-09-03 07:57:27,24.28,47.248,985.99,114.648,8.8,1191.0
2020-09-03 08:07:27,24.28,47.248,986.04,114.179,9.5,1216.0
2020-09-03 08:17:26,24.29,47.255,985.94,113.946,9.5,1241.0
2020-09-03 08:27:27,24.3,47.165,985.95,114.491,12.5,1244.0
2020-09-03 08:37:27,24.3,47.171,985.92,114.648,12.7,1231.0
2020-09-03 08:47:27,24.34,46.937,985.89,114.256,11.8,1213.0
2020-09-03 08:57:27,24.36,46.692,985.87,114.179,18.0,1211.0
2020-09-03 09:07:27,24.4,46.365,985.79,114.726,20.1,1166.0
2020-09-03 09:17:27,24.42,46.382,985.65,114.413,22.0,1158.0
2020-09-03 09:27:27,24.44,46.176,985.55,114.883,13.9,1130.0
2020-09-03 09:37:27,24.45,46.125,985.47,116.725,16.6,1128.0
2020-09-03 09:47:27,24.45,46.052,985.34,118.124,22.7,1118.0
2020-09-03 09:57:27,24.48,45.967,985.34,118.542,19.9,1116.0
2020-09-03 10:07:27,24.49,46.008,985.25,118.963,42.2,1131.0
2020-09-03 10:17:27,24.54,45.835,985.08,117.958,38.9,1110.0
2020-09-03 10:27:27,24.59,45.875,984.96,115.12,42.6,1110.0
2020-09-03 10:37:27,24.63,45.788,984.98,113.482,51.0,1099.0
2020-09-03 10:47:27,24.69,45.706,985.02,112.492,60.6,1093.0
2020-09-03 10:57:27,24.75,45.643,984.94,112.643,62.0,1089.0
2020-09-03 11:07:28,24.79,45.584,984.85,113.946,62.9,1086.0
2020-09-03 11:17:27,24.84,45.492,984.72,115.757,67.6,1071.0
2020-09-03 11:27:27,24.91,45.511,984.66,117.133,69.0,1069.0
2020-09-03 11:37:27,24.97,45.478,984.42,117.709,52.4,1062.0
2020-09-03 11:47:28,25.0,45.547,984.46,118.71,43.1,1047.0
2020-09-03 11:57:27,25.02,45.509,984.55,119.387,28.7,1028.0
2020-09-03 12:07:27,25.03,45.537,984.55,119.132,10.6,1016.0
2020-09-03 12:17:27,25.03,45.513,984.39,117.958,22.0,997.0
2020-09-03 12:27:27,25.05,45.511,984.37,117.626,30.3,989.0
2020-09-03 12:37:27,25.1,45.498,984.3,116.562,40.5,997.0
2020-09-03 12:47:27,25.13,45.362,984.21,115.517,55.4,970.0
2020-09-03 12:57:26,25.17,45.28,984.1,114.805,46.1,938.0
2020-09-03 13:07:27,25.19,45.241,984.05,115.517,42.9,913.0
2020-09-03 13:17:27,25.21,45.247,983.91,115.917,34.7,903.0
2020-09-03 13:27:27,25.23,45.208,983.83,115.757,46.6,895.0
2020-09-03 13:37:26,25.29,45.18,983.68,115.517,28.7,892.0
2020-09-03 13:47:27,25.31,45.196,983.51,115.12,53.6,893.0
2020-09-03 13:57:27,25.49,45.01,983.45,115.279,38.0,894.0
2020-09-03 14:07:27,25.51,45.078,983.42,116.481,40.3,892.0
2020-09-03 14:17:27,25.59,45.04,983.12,116.888,83.0,896.0
2020-09-03 14:27:27,25.64,45.002,983.05,117.133,46.4,891.0
2020-09-03 14:37:28,25.67,45.02,982.9,116.562,60.3,890.0
2020-09-03 14:47:26,25.78,44.945,982.55,116.562,49.6,890.0
2020-09-03 14:57:27,25.81,45.011,982.57,116.562,30.6,901.0
2020-09-03 15:07:27,25.81,45.088,982.53,116.725,27.1,909.0
2020-09-03 15:17:27,25.82,45.149,982.51,116.562,18.0,908.0
2020-09-03 15:27:27,25.8,45.143,982.5,116.888,12.9,880.0
2020-09-03 15:37:26,25.78,45.143,982.51,116.319,9.7,851.0
2020-09-03 15:47:27,25.75,45.149,982.41,115.597,8.8,824.0
2020-09-03 15:57:27,25.73,45.149,982.21,114.569,11.8,808.0
2020-09-03 16:07:26,25.71,45.2,982.06,114.569,14.6,796.0
2020-09-03 16:17:27,25.7,45.153,981.98,114.023,22.0,787.0
2020-09-03 16:27:27,25.7,45.2,981.73,113.868,24.5,786.0
2020-09-03 16:37:27,25.75,45.198,981.59,113.329,76.7,782.0
2020-09-03 16:47:29,25.82,45.113,981.44,112.04,61.0,775.0
2020-09-03 16:57:27,25.88,45.221,981.23,112.947,58.5,775.0
2020-09-03 17:07:27,25.94,45.327,981.09,112.265,41.0,794.0
2020-09-03 17:17:27,25.94,45.507,981.02,113.252,44.5,819.0
2020-09-03 17:27:27,25.95,45.649,980.95,115.041,24.1,839.0
2020-09-03 17:37:27,25.96,45.741,980.89,115.12,10.6,858.0
2020-09-03 17:47:27,25.97,45.767,980.82,115.757,7.9,879.0
2020-09-03 17:57:27,25.97,45.837,980.76,116.643,11.3,906.0
2020-09-03 18:07:27,25.98,45.938,980.58,115.997,11.6,928.0
2020-09-03 18:17:29,26.01,45.997,980.47,115.199,22.0,969.0
2020-09-03 18:27:26,26.02,46.052,980.48,115.199,8.6,994.0
2020-09-03 18:37:27,26.01,46.113,980.43,115.12,7.9,1013.0
2020-09-03 18:47:29,26.01,46.088,980.44,115.12,8.8,1018.0
2020-09-03 18:57:29,26.0,46.178,980.37,114.883,4.6,1045.0
2020-09-03 19:07:27,25.99,46.245,980.37,114.805,3.2,1076.0
2020-09-03 19:17:28,25.99,46.353,980.32,114.256,2.5,1107.0
2020-09-03 19:27:28,25.97,46.44,980.31,114.256,1.6,1141.0
2020-09-03 19:37:26,25.96,46.561,980.29,114.101,0.9,1174.0
2020-09-03 19:47:27,25.95,46.655,980.32,113.482,1.2,1195.0
2020-09-03 19:57:28,25.93,46.576,980.25,113.482,0.5,1203.0
2020-09-03 20:07:26,25.91,46.656,980.22,113.868,0.5,1193.0
2020-09-03 20:17:26,25.89,46.535,980.15,113.714,0.5,1175.0
2020-09-03 20:27:28,25.87,46.48,980.1,114.883,0.5,1165.0
2020-09-03 20:37:28,25.83,46.438,979.98,114.805,0.5,1155.0
2020-09-03 20:47:27,25.8,46.446,979.96,114.805,0.5,1148.0
2020-09-03 20:57:29,25.77,46.221,979.93,115.438,0.5,1156.0
2020-09-03 21:07:29,25.75,46.484,979.89,107.029,0.5,1181.0
2020-09-03 21:17:28,25.74,46.729,979.84,113.176,0.5,1251.0
2020-09-03 21:27:29,25.74,46.257,979.74,110.707,0.5,1236.0
2020-09-03 21:37:27,25.72,46.11,979.63,112.341,0.5,1226.0
2020-09-03 21:47:27,25.69,45.989,979.59,112.643,0.5,1220.0
2020-09-03 21:57:28,25.66,45.954,979.39,113.482,0.5,1213.0
2020-09-03 22:07:29,25.63,45.891,979.24,113.946,0.5,1207.0
2020-09-03 22:17:27,25.61,45.847,979.17,114.023,0.5,1202.0
2020-09-03 22:27:28,25.58,45.783,979.09,114.413,0.5,1195.0
2020-09-03 22:37:27,25.54,45.714,979.0,115.438,0.5,1188.0
2020-09-03 22:47:27,25.53,45.975,978.91,114.883,2.1,1213.0
2020-09-03 22:57:27,25.54,46.713,978.74,112.643,2.1,1334.0
2020-09-03 23:07:27,25.55,47.031,978.59,109.049,2.1,1393.0
2020-09-03 23:17:27,25.56,47.18,978.39,108.134,2.1,1418.0
2020-09-03 23:27:27,25.56,47.252,978.33,108.344,2.1,1434.0
2020-09-03 23:37:27,25.56,47.252,978.26,106.756,2.1,1441.0
2020-09-03 23:47:27,25.57,47.216,978.11,106.214,2.1,1460.0
2020-09-03 23:57:26,25.57,47.198,978.02,105.412,2.1,1474.0
2020-09-04 00:07:27,25.57,47.301,977.85,105.678,2.1,1498.0
2020-09-04 00:17:26,25.57,47.337,977.8,105.479,0.5,1547.0
2020-09-04 00:27:26,25.57,47.186,977.65,106.349,0.5,1540.0
2020-09-04 00:37:27,25.57,46.998,977.54,107.234,0.5,1528.0
2020-09-04 00:47:27,25.55,46.905,977.42,108.274,0.5,1520.0
2020-09-04 00:57:27,25.53,46.802,977.24,110.197,0.5,1507.0
2020-09-04 01:07:27,25.49,46.717,977.08,109.98,0.5,1495.0
2020-09-04 01:17:27,25.45,46.649,976.89,112.04,0.5,1486.0
2020-09-04 01:27:27,25.41,46.65,976.7,113.559,0.5,1476.0
2020-09-04 01:37:27,25.37,46.58,976.61,114.413,0.5,1463.0
2020-09-04 01:47:27,25.34,46.559,976.59,114.413,0.5,1456.0
2020-09-04 01:57:26,25.3,46.517,976.5,115.757,0.5,1445.0
2020-09-04 02:07:27,25.25,46.464,976.4,116.4,0.5,1431.0
2020-09-04 02:17:27,25.22,46.46,976.33,117.544,0.5,1422.0
2020-09-04 02:27:26,25.17,46.402,976.18,117.544,0.5,1412.0
2020-09-04 02:37:27,25.14,46.404,976.06,118.626,0.5,1400.0
2020-09-04 02:47:27,25.1,46.389,975.94,119.643,0.5,1391.0
2020-09-04 02:57:27,25.05,46.389,975.79,119.986,0.5,1383.0
2020-09-04 03:07:27,25.01,46.381,975.74,120.33,0.5,1375.0
2020-09-04 03:17:27,24.97,46.361,975.6,121.289,0.5,1365.0
2020-09-04 03:27:27,24.93,46.373,975.46,122.174,0.5,1359.0
2020-09-04 03:37:27,24.89,46.377,975.3,122.711,0.5,1348.0
2020-09-04 03:47:26,24.85,46.361,975.14,122.891,0.5,1340.0
2020-09-04 03:57:26,24.81,46.343,975.0,123.982,0.5,1330.0
2020-09-04 04:07:26,24.78,46.334,974.95,124.721,0.5,1322.0
2020-09-04 04:17:26,24.74,46.314,974.88,125.562,0.5,1314.0
2020-09-04 04:27:27,24.71,46.288,974.81,125.845,0.5,1305.0
2020-09-04 04:37:27,24.66,46.315,974.63,126.32,0.5,1299.0
2020-09-04 04:47:27,24.63,46.316,974.63,127.183,0.5,1293.0
2020-09-04 04:57:27,24.6,46.326,974.48,128.254,0.5,1287.0
2020-09-04 05:07:27,24.57,46.31,974.4,128.058,0.5,1280.0
2020-09-04 05:17:26,24.54,46.315,974.31,129.444,0.5,1279.0
2020-09-04 05:27:27,24.51,46.297,974.15,129.244,0.5,1271.0
2020-09-04 05:37:27,24.47,46.32,974.04,129.444,0.5,1266.0
2020-09-04 05:47:27,24.43,46.308,973.97,130.553,0.5,1262.0
2020-09-04 05:57:27,24.39,46.335,973.82,130.757,0.9,1254.0
